level_key,features_set,classifier,K,feature,importance
Level1,all_features_help_received,Random Forest,1,GA_avg_jump_high_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_avg_get_height_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_avg_read_string_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_avg_read_int_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_avg_attack_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_avg_detect_obstacle_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_avg_turn_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_avg_shoot_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_walk_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_left_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_right_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_open_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_jump_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_jump_height_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_jump_high_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_get_height_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_read_string_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_read_int_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_attack_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_detect_obstacle_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_turn_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_std_shoot_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,1,GA_max_progression,0.00689531743192826
Level1,all_features_help_received,Random Forest,1,EX_tot_speed_changed,0.0
Level1,all_features_help_received,Random Forest,1,EX_rate_speed_changed,0.002778412787732787
Level1,all_features_help_received,Random Forest,1,CO_tot_help_copied,0.0
Level1,all_features_help_received,Random Forest,1,CO_rate_help_copied,0.0
Level1,all_features_help_received,Random Forest,1,FE_tot_control_received,0.0
Level1,all_features_help_received,Random Forest,1,FE_tot_notion_received,0.0170761490155407
Level1,all_features_help_received,Random Forest,1,FE_tot_implementation_received,0.0
Level1,all_features_help_received,Random Forest,1,FE_tot_solution_received,0.0
Level1,all_features_help_received,Random Forest,2,level_time_spent,0.007231548194443782
Level1,all_features_help_received,Random Forest,2,CO_tot_base_program_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_base_error_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_base_structure_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_base_comment_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_var_creation_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_var_modif_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_var_usage_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_var_type_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_condi_1bran_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_condi_2bran_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_condi_3bran_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_for_simple_disp_time,0.004967062339451744
Level1,all_features_help_received,Random Forest,2,CO_tot_for_counter_0_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_for_counter_n_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_while_simple_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_base_program_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_base_error_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_base_structure_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_base_comment_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_var_creation_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_var_modif_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_var_usage_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_var_type_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_condi_1bran_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_condi_2bran_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_condi_3bran_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_for_simple_disp_time,0.004289177022815593
Level1,all_features_help_received,Random Forest,2,CO_avg_for_counter_0_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_for_counter_n_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_while_simple_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_base_program_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_base_error_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_base_structure_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_base_comment_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_var_creation_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_var_modif_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_var_usage_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_var_type_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_condi_1bran_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_condi_2bran_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_condi_3bran_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_for_simple_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_for_counter_0_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_for_counter_n_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_while_simple_disp_time,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_code_editor_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_control_function_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_base_program_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_base_error_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_base_structuration_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_base_comment_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_var_creation_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_var_modif_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_var_usage_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_var_type_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_condi_1bran_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_condi_2bran_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_condi_3bran_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_for_simple_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_for_counter_0_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_for_counter_n_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_while_simple_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_pasted,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_code_editor_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_control_function_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_base_program_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_base_error_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_base_structuration_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_base_comment_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_var_creation_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_var_modif_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_var_usage_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_var_type_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_condi_1bran_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_condi_2bran_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_condi_3bran_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_for_simple_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_for_counter_0_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_for_counter_n_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_while_simple_copied,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_pasted,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_too_many_lines_error,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_syntactic_error,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_semantic_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_open_chest_loc_error,0.005616384947691877
Level1,all_features_help_received,Random Forest,2,GA_tot_open_chest_key_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_read_message_loc_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_walk_loc_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_not_allowed_func_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_function_param_error,0.019022223159911887
Level1,all_features_help_received,Random Forest,2,CO_rate_too_many_lines_error,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_syntactic_error,0.0
Level1,all_features_help_received,Random Forest,2,CO_rate_semantic_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_rate_open_chest_loc_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_rate_open_chest_key_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_rate_read_message_loc_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_rate_walk_loc_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_rate_not_allowed_func_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_rate_function_param_error,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_spike_touch_lost,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_barrel_explosion_lost,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_pirate_shot_lost,0.0
Level1,all_features_help_received,Random Forest,2,GA_rate_spike_touch_lost,0.0
Level1,all_features_help_received,Random Forest,2,GA_rate_barrel_explosion_lost,0.0
Level1,all_features_help_received,Random Forest,2,GA_rate_pirate_shot_lost,0.0
Level1,all_features_help_received,Random Forest,2,EX_tot_user_stopped,0.0
Level1,all_features_help_received,Random Forest,2,EX_tot_completed,0.0
Level1,all_features_help_received,Random Forest,2,EX_rate_user_stopped,0.0
Level1,all_features_help_received,Random Forest,2,EX_rate_completed,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_var_affect_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_boolean_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_string_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_if_branch_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_elif_branch_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_else_branch_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_for_simple_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_for_counter_0_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_for_counter_n_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_tot_while_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_var_affect_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_boolean_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_string_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_if_branch_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_elif_branch_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_else_branch_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_for_simple_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_for_counter_0_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_for_counter_n_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_avg_while_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_var_affect_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_boolean_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_string_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_if_branch_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_elif_branch_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_else_branch_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_for_simple_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_for_counter_0_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_for_counter_n_impl,0.0
Level1,all_features_help_received,Random Forest,2,CO_std_while_impl,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_walk_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_left_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_right_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_open_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_jump_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_jump_height_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_jump_high_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_get_height_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_read_string_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_read_int_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_attack_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_detect_obstacle_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_turn_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_tot_shoot_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_walk_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_left_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_right_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_open_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_jump_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_jump_height_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_jump_high_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_get_height_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_read_string_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_read_int_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_attack_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_detect_obstacle_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_turn_ctr_fun_used,0.0
Level1,all_features_help_received,Random Forest,2,GA_avg_shoot_ctr_fun_used,0.0
